#{"t_start": 1753856246.5640721, "env_id": "None"}
r,l,t
4799.1367,4000,4548.509164
4458.889,4000,4549.929909
4739.9194,4000,4566.08036
4624.3115,4000,4566.385475
2714.5303,3483,4581.965524
1290.7747,1222,4599.469971
3600.3127,4000,4599.919856
4421.325,4000,4599.967745
4171.6978,4000,4615.047458
3748.7422,4000,4615.09682
4614.3853,4000,4615.420355
4753.956,4000,4615.815091
4456.969,4000,4632.170852
4663.0835,4000,4632.664332
4397.901,4000,4632.887641
4754.349,4000,4633.930715
4658.083,4000,4634.105055
4506.392,4000,4649.631322
4533.8193,4000,4665.597559
4802.6504,4000,4681.561066
4272.1245,4000,4682.488404
4632.926,4000,4700.055793
4707.5723,4000,4715.349339
4633.3823,4000,4715.397901
2739.7446,2722,4715.487577
4680.3413,4000,4715.938027
4810.955,4000,4715.98595
4459.473,4000,4716.307238
4487.0786,4000,4716.713357
4585.061,4000,4732.822407
4648.7964,4000,4733.32895
4659.3184,4000,4747.852834
4617.8184,4000,4749.024746
3155.3057,3332,4749.368713
4724.638,4000,4749.772431
3320.4973,3016,4750.144706
1991.8157,1866,4766.149702
1009.0809,946,4781.198653
4763.386,4000,4782.560788
4802.3804,4000,4814.724536
4150.759,4000,4815.180728
4812.423,4000,4815.228342
4678.7886,4000,4815.318053
2247.7886,2825,4815.451496
4175.0063,4000,4815.836569
4785.741,4000,4815.885719
4643.5596,4000,4816.20452
4016.0945,3460,4830.873293
688.08545,805,4831.430253
4696.0444,4000,4847.424095
4640.621,4000,4847.957842
4665.7363,4000,4849.170395
4430.407,4000,4864.711123
4646.4854,4000,4866.20732
4828.4595,4000,4881.752807
1851.8568,2835,4882.525732
4175.1777,3903,4882.888787
2851.2666,2624,4915.195148
4723.4746,4000,4915.778725
4741.708,4000,4915.875232
3988.7322,4000,4915.999668
4599.5205,4000,4916.366493
4674.439,4000,4916.419309
2783.3445,2506,4916.590347
4581.0356,4000,4931.677282
4603.139,4000,4932.100216
4685.0093,4000,4932.652339
2519.715,2425,4932.894562
4650.2944,4000,4949.264443
4653.01,4000,4949.612024
708.3783,743,4949.664917
1729.88,1543,4965.872033
4596.5522,4000,4982.353646
4380.4434,4000,4997.665729
4809.106,4000,4998.051564
4802.123,4000,5015.441442
4800.4165,4000,5016.034207
4764.419,4000,5016.136483
4809.357,4000,5016.262748
4851.5767,4000,5031.213971
4570.229,4000,5031.380481
4805.6514,4000,5031.565203
4832.967,4000,5031.991183
4508.387,4000,5032.568186
4743.691,4000,5049.125254
4690.0576,4000,5063.801115
4528.708,4000,5063.842865
4324.8477,4000,5065.428372
1802.9514,2092,5065.872524
4180.686,4000,5082.266574
874.4424,834,5082.329409
4691.1475,4000,5098.041619
4596.388,4000,5098.406754
2876.652,2930,5098.831662
2995.0515,3331,5114.786156
4788.484,4000,5131.221798
3466.828,4000,5131.325249
4618.763,4000,5131.44636
4775.3135,4000,5131.949322
4625.0835,4000,5132.516198
4233.994,4000,5147.931405
2794.0862,2985,5148.525547
4824.207,4000,5164.384883
4815.8823,4000,5164.723408
4662.6685,4000,5164.767978
4693.4683,4000,5197.013611
4400.325,4000,5197.071139
3887.8992,4000,5197.858657
2883.3303,4000,5198.222434
4542.672,4000,5198.647986
4549.248,4000,5214.560021
4829.9673,4000,5230.976945
4786.578,4000,5231.081176
4650.3267,4000,5231.228342
2920.357,3341,5231.64632
4837.635,4000,5231.79689
4883.9917,4000,5246.868284
4344.756,4000,5247.435441
4373.097,4000,5264.251206
4431.836,4000,5264.57774
4751.2827,4000,5264.621875
2049.9773,2488,5265.031442
903.2049,860,5282.525301
4892.4272,4000,5297.631816
4654.6323,4000,5297.694969
4826.748,4000,5298.449053
4313.646,4000,5298.832101
4860.531,4000,5329.841251
4453.5645,4000,5331.776593
4739.7974,4000,5331.883448
4679.505,4000,5332.00859
4332.5654,4000,5332.424056
4845.1396,4000,5332.574744
4559.173,4000,5347.727484
4843.349,4000,5348.273133
4404.093,4000,5364.612497
4409.517,4000,5364.957175
4781.501,4000,5379.900464
4804.618,4000,5397.271006
4657.7437,4000,5397.893674
4574.669,4000,5397.959127
4607.719,4000,5413.15813
4768.6333,4000,5413.509323
4527.298,4000,5429.611589
4415.3765,4000,5431.485689
4747.5757,4000,5431.584953
4809.854,4000,5431.713061
4935.22,4000,5446.392682
4635.048,4000,5446.524849
4950.306,4000,5447.095451
4805.2007,4000,5447.642636
1796.057,1822,5462.750366
4816.472,4000,5464.274529
4749.132,4000,5478.84227
4910.9526,4000,5479.248747
4785.89,4000,5496.344642
4841.4897,4000,5496.975923
4406.8335,4000,5497.036263
4773.2705,4000,5512.024113
2245.3328,1895,5527.681282
2278.8499,1963,5528.264714
4951.784,4000,5528.454317
3485.2014,3956,5543.458792
4846.703,4000,5543.67914
4694.9673,4000,5543.809007
4758.517,4000,5545.003372
4527.2017,4000,5545.138003
4803.299,4000,5545.718967
1899.7736,1892,5545.780967
4927.3257,4000,5560.506873
4829.04,4000,5560.928499
4957.2095,4000,5576.835572
4892.8936,4000,5594.705626
4467.1836,4000,5609.844521
4876.2036,4000,5610.621714
4882.071,4000,5626.509271
4744.87,4000,5627.085518
4667.4106,4000,5627.268847
4686.487,4000,5642.756473
4846.5967,4000,5642.970422
4960.557,4000,5643.094321
4781.2217,4000,5644.357917
4706.9453,4000,5644.498429
4957.232,4000,5659.921576
4645.376,4000,5659.980055
4910.445,4000,5660.509895
4897.454,4000,5660.91417
4067.362,4000,5677.135871
2550.9543,2137,5692.718511
4850.2944,4000,5695.223786
5020.335,4000,5710.222284
4642.5894,4000,5710.981504
4666.4775,4000,5727.01156
1246.904,1057,5727.685982
3114.8345,4000,5742.73984
4897.7407,4000,5743.619175
4833.4614,4000,5743.841022
4677.7026,4000,5743.967723
4824.847,4000,5744.390363
4703.873,4000,5744.521865
4956.834,4000,5760.701517
4769.032,4000,5760.760051
4865.523,4000,5761.284491
4891.9478,4000,5761.700693
775.49396,736,5776.607841
4632.485,4000,5777.623934
4862.544,4000,5792.834858
4836.7383,4000,5809.707128
4595.399,4000,5825.389143
4471.632,4000,5826.804388
3758.2776,3111,5841.91681
4567.8726,4000,5842.094616
4675.7417,4000,5842.185193
4925.3765,4000,5843.101908
4987.7183,4000,5843.316745
5031.136,4000,5843.438195
4887.0195,4000,5858.072381
4867.126,4000,5859.581678
4875.4814,4000,5860.105147
5000.182,4000,5875.352021
4870.9233,4000,5875.878015
4081.831,4000,5876.619036
4973.3374,4000,5891.488564
4987.033,4000,5906.790214
4954.9336,4000,5922.090094
4979.1416,4000,5937.092385
4813.129,4000,5937.482711
4866.924,4000,5937.625836
4944.3584,4000,5937.701202
4971.1855,4000,5952.046058
4943.1006,4000,5952.211095
4173.376,4000,5952.315039
4900.5557,4000,5952.612392
4871.703,4000,5953.701111
4865.902,4000,5967.944755
4942.1855,4000,5968.24578
2234.398,2012,5968.400361
4708.6,4000,5968.663571
4250.289,4000,5983.593554
4942.023,4000,5984.289996
2536.307,2463,5998.920138
4877.094,4000,5999.390044
2823.0654,2384,5999.633041
5001.0664,4000,6030.113052
4889.9004,4000,6030.511243
4872.7954,4000,6030.649349
4891.4336,4000,6045.493983
4948.993,4000,6045.65906
4680.011,4000,6046.029051
4836.986,4000,6060.597289
4866.4834,4000,6061.562457
4981.73,4000,6061.870119
3960.1165,4000,6062.028926
4913.94,4000,6062.295236
4852.2915,4000,6076.178154
3357.2434,3210,6076.555273
4854.9766,4000,6090.991879
5066.226,4000,6091.741519
4923.74,4000,6105.963995
4869.166,4000,6122.575145
4946.7217,4000,6123.11119
4593.649,4000,6123.28379
4925.5044,4000,6138.70338
4922.3115,4000,6138.921424
4727.8984,4000,6139.427532
5001.275,4000,6154.035279
4833.467,4000,6155.437567
4187.577,4000,6155.841966
4907.3936,4000,6156.052413
4987.4893,4000,6170.358582
4749.824,4000,6171.378171
4828.896,4000,6186.15262
4667.1475,4000,6186.620816
4040.1235,4000,6187.656394
3731.2952,3927,6202.801802
813.017,857,6203.345782
2572.607,2777,6220.17325
4806.5244,4000,6220.558866
889.8811,831,6220.68319
3551.7446,3937,6235.080553
4943.792,4000,6235.140372
4968.9946,4000,6235.903269
4992.038,4000,6236.066392
4787.779,3950,6249.88759
4771.424,4000,6250.820961
